caseid,casenum,cohort,schoolid,rural,gender,math_07,math_08,math_09,math_10,math_11,math_12,mothed,fathed
351,3341,2,106,0,0,52.43,60.75,60.78,66.77,69.4,NA,2,2
352,5224,2,106,0,0,54.33,52.85,57.4,61.74,64.79,64.67,2,2
353,5940,2,106,0,0,NA,59.39,NA,NA,NA,NA,2,NA
354,5176,2,106,0,1,42.97,48.59,54.21,63.37,NA,NA,1,1
355,2179,2,106,0,0,33.37,41.4,36.26,30.82,35.19,34.56,3,3
356,5305,2,106,0,1,41.57,49.74,43.24,42.5,NA,NA,1,1
357,6680,2,106,0,1,50.31,53.56,62.59,66.14,68.76,73.48,2,NA
358,6892,2,106,0,0,64.32,NA,NA,NA,NA,59.2,2,2
359,6545,2,106,0,1,53.2,NA,NA,56.1,58.04,57.68,3,NA
360,3051,2,106,0,1,47.44,44.55,55.35,58.39,60.64,65.04,2,2
361,2224,2,106,0,0,48.1,48.23,53.76,57.29,60.77,NA,2,4
362,5488,2,106,0,1,40.48,43.68,40.58,36.42,NA,NA,2,3
363,6740,2,106,0,1,41.76,38.34,39.76,41.17,49.96,NA,1,NA
364,2388,2,106,0,0,47.38,52,55,58,57.81,58.1,2,1
365,6304,2,106,0,1,41.12,NA,NA,56.63,NA,NA,2,3
366,6081,2,106,0,0,53.45,NA,NA,NA,NA,NA,2,1
367,3907,2,106,0,1,NA,NA,38.06,NA,NA,NA,2,2
368,4120,2,106,0,0,53.81,44.88,60.47,70.62,59.44,64.61,1,2
369,4439,2,106,0,1,46.49,56.16,60.3,60.63,70.03,70.58,2,3
370,3762,2,106,0,0,41.14,48.46,NA,NA,NA,NA,2,2
371,2763,2,106,0,0,56.97,65.77,67.98,73.01,77.96,78.62,2,1
372,5542,2,106,0,1,48.41,51.49,56.62,62.99,66.19,68.26,2,2
373,2879,2,106,0,1,61.64,63.42,78.19,66.73,80.97,NA,1,2
374,4651,2,106,0,1,67.24,66.79,67.12,73.06,NA,NA,5,2
375,1756,2,106,0,0,47.1,NA,NA,NA,NA,NA,1,3
376,2023,2,106,0,1,51.07,45.05,57.1,60.91,67.54,67.17,2,2
377,6578,2,108,0,0,66.47,71.61,76.8,74.84,79.57,82.6,2,3
378,2723,2,108,0,1,44.32,50.11,48.64,55.49,57.87,57.41,2,1
379,1520,2,108,0,1,59.51,62.14,64.76,NA,NA,NA,2,2
380,1987,2,108,0,0,38.26,34.6,43.18,36.03,NA,NA,1,1
381,2232,2,108,0,1,40.53,50.61,59.61,63.16,65.63,NA,2,3
382,6073,2,108,0,1,48.37,NA,NA,NA,NA,NA,1,1
383,4770,2,108,0,0,51.85,NA,NA,NA,NA,NA,1,4
384,3839,2,108,0,1,63.07,64.05,66.91,75.27,77.25,79.75,2,2
385,3420,2,108,0,1,46.09,46.86,51.13,55.39,NA,NA,2,2
386,4798,2,108,0,1,55.8,60.17,64.54,NA,NA,65,2,2
387,1586,2,108,0,0,38.82,39.72,42.11,42.9,45.4,45.79,2,2
388,6585,2,108,0,1,39.62,36.39,36.9,37.4,44.47,43.42,2,2
389,6927,2,108,0,0,59.88,58.66,63.49,69.23,60.93,65.28,1,1
390,4631,2,108,0,1,47.43,58.53,62.97,56.81,61.34,61.8,1,2
391,4379,2,108,0,1,55.81,55.49,56.66,62.27,NA,NA,2,2
392,5817,2,108,0,0,38.13,32.19,30.8,39.53,41.41,40.33,2,3
393,5640,2,108,0,1,43.19,40.18,56.43,57.99,60.24,NA,2,2
394,5363,2,108,0,1,54.92,58.44,63.66,67.59,63.02,NA,2,4
395,5148,2,108,0,1,NA,NA,NA,40.32,NA,NA,1,1
396,4027,2,108,0,0,55.46,59.74,64.81,68.75,NA,NA,2,2
397,5404,2,108,0,0,46.63,NA,NA,NA,NA,NA,1,2
398,1488,2,108,0,1,34.02,33.33,34,32.38,58.54,NA,2,2
399,1901,2,108,0,0,44.14,55.31,44.83,33.79,40.94,40.87,4,1
400,4016,2,108,0,0,39.61,41.78,46.09,48.89,NA,49.03,2,1
401,5828,2,108,0,1,42.25,43.62,44.98,48.31,46.84,45.36,2,2
402,5920,2,108,0,1,47.48,53.32,58.85,NA,NA,NA,1,2
403,2854,2,108,0,0,69.35,NA,NA,NA,90.3,NA,2,4
404,1217,2,108,0,0,47.38,NA,NA,NA,70.83,NA,3,2
405,1060,2,108,0,1,62.46,60.06,61.82,67.34,70,NA,2,5
406,3608,2,108,0,1,46.47,50.4,58.1,61.99,64.41,NA,2,2
407,3756,2,108,0,0,46.64,NA,NA,NA,NA,NA,2,1
408,3950,2,108,0,0,49.38,45.12,56.62,59.47,61.78,NA,2,2
409,3412,2,108,0,1,70.79,72.63,77.96,79.06,79.6,87.89,4,5
410,4251,2,108,0,0,52.53,57.99,69.32,73.3,76.45,NA,2,4
411,5173,2,108,0,1,41.21,43.52,45.82,39.33,38.81,43.4,1,3
412,2511,2,108,0,0,47.65,NA,NA,NA,NA,NA,2,2
413,6876,2,108,0,0,61.7,65.16,68.61,NA,NA,NA,2,1
414,5952,2,108,0,0,65.32,73.54,72.69,78.98,82.17,NA,2,1
415,5399,2,108,0,1,55.32,48.76,51.57,45.16,46.45,47.73,2,2
416,4983,2,108,0,0,38.04,64.18,45.5,41.12,41.3,NA,2,3
417,4684,2,108,0,0,40.53,29.61,31.92,34.23,40.95,NA,2,1
418,3387,2,108,0,1,41.79,38.13,34.47,34.75,38.43,NA,2,2
419,5607,2,108,0,0,NA,NA,NA,NA,NA,NA,2,2
420,3275,2,108,0,0,47.4,57.8,60.64,63.73,NA,65.84,1,1
421,1889,2,108,0,0,43.67,56.2,58.18,60.91,NA,NA,1,NA
422,2341,2,108,0,1,60.08,54.68,60.52,63.33,60.86,NA,2,2
423,1717,2,108,0,1,61.7,NA,NA,NA,NA,NA,2,1
424,3683,2,108,0,1,63.79,64.73,71.46,67.27,63.07,NA,1,2
425,2825,2,108,0,1,49.48,56.76,61.14,68.81,71.03,71.88,4,2
426,3302,2,108,0,1,44.41,49.72,53.5,58.43,60.68,76.55,1,1
427,6321,2,108,0,1,51.09,59.7,61.07,66.92,67.87,69.71,1,2
428,6341,2,108,0,0,NA,NA,NA,NA,NA,NA,1,1
429,4723,2,108,0,0,NA,57.63,NA,NA,64.76,61.12,2,2
430,3747,2,108,0,1,37.4,52.05,51.92,53.41,51.28,53.33,1,2
431,5225,2,108,0,1,51.44,54.72,55.02,59.69,57.8,58.65,1,1
432,5649,2,108,0,1,37.36,39.59,46.24,51.28,54.15,53.66,2,1
433,6361,2,108,0,1,61.85,56.89,60.27,64.72,68.03,65.1,1,2
434,4845,2,108,0,1,56.07,63.13,64.23,65.32,45.54,52.72,2,2
435,2501,2,108,0,1,31.32,NA,NA,NA,NA,NA,2,2
436,5635,2,109,0,0,43.22,NA,NA,NA,NA,NA,NA,NA
437,2438,2,109,0,1,46.36,50.7,55.01,58.24,NA,NA,3,2
438,2034,2,109,0,0,52.18,52.84,53.49,62.36,71.23,NA,NA,NA
439,2522,2,109,0,0,48.57,52.79,60.41,60.06,64.36,64.47,2,1
440,4908,2,109,0,0,42.05,44.86,46.85,49.58,NA,NA,5,4
441,5573,2,109,0,0,53.22,69.58,74.13,88.73,85.14,89.12,4,4
442,4415,2,109,0,1,48.19,67.45,54.31,65.33,65.47,NA,1,4
443,1309,2,109,0,0,41.9,55.56,57.11,59.66,NA,NA,2,2
444,2742,2,109,0,1,47.72,49.17,50.62,56.7,NA,NA,1,NA
445,5055,2,109,0,0,53.49,59.3,59.89,59.71,63.97,64.05,2,1
446,3995,2,109,0,0,63.59,68.71,73.83,69.92,69.75,NA,4,5
447,2182,2,109,0,0,69.48,79.67,71.13,84.26,97.39,92.29,4,2
448,3186,2,109,0,1,40.37,47.11,40.69,47.14,53.58,62.27,1,4
449,6379,2,109,0,1,45.34,53.39,57.52,64.37,66.75,66.56,5,5
450,4713,2,109,0,0,42.72,51.35,45.91,53.31,NA,NA,1,2
451,4551,2,109,0,0,68.85,76.1,77.25,86.88,85.83,NA,2,1
452,4959,2,109,0,1,48.14,55.5,59.18,NA,NA,NA,2,NA
453,1625,2,109,0,0,42.29,52.27,54.8,57.51,NA,NA,2,1
454,2553,2,109,0,0,39.17,NA,NA,NA,NA,NA,4,2
455,2151,2,109,0,0,60.5,68.54,77.12,82.18,80.94,88.94,4,2
456,2709,2,109,0,0,65.1,76.1,58.95,68.19,77.43,NA,4,4
457,3161,2,109,0,0,64.64,75.13,81.04,82.4,88.31,96.5,1,5
458,6372,2,109,0,0,50.11,49.19,55.15,58.88,NA,NA,3,2
459,6793,2,109,0,0,72.04,84.13,85.75,89.83,93.91,NA,4,4
460,3646,2,109,0,1,53.99,63.51,67.11,70.75,69.33,64.75,2,1
461,5387,2,109,0,0,48.78,62.14,64.33,67.42,NA,NA,4,NA
462,4917,2,109,0,1,47.54,49.63,57.5,62.91,68.31,64.98,2,4
463,3604,2,109,0,0,43.1,66.4,65.57,67.86,70.16,64.39,1,2
464,3618,2,109,0,1,63.69,66.59,72.68,77.32,NA,75.02,2,NA
465,6455,2,109,0,0,39.27,38.67,42.81,46.94,NA,NA,1,1
466,1632,2,109,0,1,52.87,56.88,65.22,72.56,77.59,79.41,2,1
467,1898,2,109,0,0,53.19,64.69,64.6,64.51,69.33,72.14,2,4
468,3163,2,109,0,1,46.44,NA,NA,NA,NA,NA,5,4
469,4514,2,109,0,0,49.34,NA,NA,NA,NA,NA,3,3
470,4141,2,109,0,1,39.38,51.02,48.38,41.5,NA,NA,3,NA
471,6230,2,109,0,0,46.39,49.91,67.45,71.84,74.88,77.84,2,2
472,5377,2,109,0,0,47.11,NA,NA,NA,NA,NA,1,1
473,5379,2,109,0,1,53.41,58.02,62.62,65.11,65.54,66.69,1,1
474,1253,2,109,0,1,NA,53.54,NA,NA,NA,NA,5,NA
475,6849,2,109,0,1,59.32,NA,NA,NA,NA,NA,2,2
476,2452,2,109,0,0,39.36,50.75,52.67,55.11,67.54,65.4,1,NA
477,1844,2,109,0,0,63.15,73.49,78.01,83.81,86.76,84.02,4,4
478,1657,2,109,0,0,40.73,50.88,53.23,55.82,50.48,41.35,1,NA
479,1191,2,109,0,1,55.5,57.63,65.74,67.61,69.17,73.07,1,1
480,5052,2,109,0,1,53.91,56.24,59.43,68.47,66.04,68.83,NA,NA
481,6616,2,109,0,1,38.33,NA,NA,NA,NA,NA,NA,NA
482,4088,2,109,0,0,37.67,NA,NA,NA,NA,NA,NA,NA
483,5048,2,109,0,1,43.92,46.39,60.97,61.63,65.66,65.76,1,1
484,5800,2,109,0,0,48.26,66.6,69.26,70.37,73.3,74.77,3,NA
485,3792,2,109,0,1,66.62,73.51,75.71,82.25,81.89,84.74,2,2
486,5916,2,109,0,0,53.22,51.96,52.85,58.57,60.81,NA,2,4
487,4422,2,109,0,1,53.22,64.63,67.68,74.04,NA,NA,5,2
488,6770,2,109,0,0,49.09,57.85,66.61,NA,NA,NA,NA,NA
489,3735,2,109,0,1,46.9,45.53,44.16,51.81,59.45,NA,2,NA
490,2577,2,109,0,0,41.84,NA,NA,NA,NA,NA,NA,NA
491,1312,2,109,0,1,40.65,NA,NA,NA,NA,NA,3,1
492,3456,2,109,0,1,42.98,NA,NA,NA,NA,NA,3,NA
493,3706,2,109,0,0,44.16,54.53,57.02,59.17,76.16,78.49,2,4
494,4932,2,109,0,1,64.6,68.99,70.22,84.74,83.21,91.12,4,4
495,2489,2,109,0,1,51.71,52.84,66.26,68.64,71.37,NA,2,2
496,3234,2,110,0,0,38.33,28,35.41,38.57,NA,NA,2,3
497,3390,2,110,0,0,31.99,NA,NA,NA,NA,NA,3,1
498,4122,2,110,0,0,38.96,42.97,48.64,48.96,56.01,63.06,2,2
499,2617,2,110,0,0,57.87,57.12,56.37,76.01,78.67,81.32,4,5
500,2016,2,110,0,1,44.47,47.46,55.95,63.55,62.73,64.88,2,2
501,3550,2,110,0,1,51.61,NA,NA,NA,NA,NA,2,1
502,4624,2,110,0,1,62,68.05,69.9,75.44,79.12,NA,2,2
503,1821,2,110,0,1,50.02,52.61,61.91,64.76,68.24,71.72,2,2
504,5506,2,110,0,1,39.32,46.84,44.78,51.26,NA,NA,1,2
505,2494,2,110,0,1,38.02,52.17,47.48,51.9,54.45,55.22,2,2
506,1918,2,110,0,0,38.49,64.83,56.09,NA,NA,NA,2,2
507,6914,2,110,0,1,36.3,48.96,47.78,57.98,59.47,NA,2,NA
508,1986,2,110,0,0,51.78,NA,NA,NA,NA,NA,3,2
509,2088,2,110,0,0,31.41,32.02,34.75,39.88,41.25,NA,2,2
510,2563,2,110,0,0,40.18,54.79,52.52,59.13,63.44,67.74,1,2
511,2137,2,110,0,0,34.38,49.39,67.33,68.49,71.22,NA,2,5
512,4968,2,110,0,1,44.08,52.96,48.01,49.64,53.41,53.08,2,NA
513,2017,2,110,0,1,34.21,38.17,41.58,NA,NA,NA,2,3
514,5528,2,110,0,0,32.2,29.23,34.74,NA,NA,NA,1,1
515,3016,2,110,0,1,37.25,51.55,55.61,51.3,56.66,56.73,1,2
516,6806,2,110,0,1,42.98,NA,NA,NA,NA,NA,3,4
517,4890,2,110,0,0,33.33,32.8,37.29,39.7,NA,NA,2,3
518,2379,2,110,0,0,36.96,38.33,43.26,56.45,69.64,72.56,2,2
519,1958,2,110,0,0,36.51,34.2,34.75,49.98,52.68,55.38,NA,5
520,4095,2,110,0,1,40.03,45.2,58.07,54.99,61.05,67.1,3,4
521,1670,2,110,0,0,35.59,NA,NA,NA,NA,NA,4,2
522,5466,2,110,0,0,41.24,48.64,42.97,59.39,59.22,NA,5,5
523,2466,2,110,0,0,49.67,59.42,63.33,78.95,78.44,72.08,1,1
524,4510,2,110,0,0,32.38,53.14,46.28,54.07,NA,NA,2,2
525,1238,2,110,0,1,40.39,32.95,39.79,52.53,NA,NA,2,2
526,4763,2,110,0,1,42.14,48.03,51.95,59.24,61.15,63.05,2,2
527,4652,2,110,0,1,37.1,32.82,41.84,32.41,36.45,40.74,2,4
528,3681,2,110,0,0,43.04,38.12,46.4,54.67,47.49,40.3,2,2
529,6692,2,110,0,1,35.29,37.86,48.56,48.15,52.47,52.21,2,2
530,5119,2,110,0,0,34.14,45.53,52.83,40.32,45.27,44.9,3,NA
531,5931,2,110,0,1,32.54,31.77,46.73,52.62,43.98,47.7,2,2
532,2820,2,110,0,1,47.58,51.17,58.42,58.74,62.86,62.89,2,3
533,1086,2,110,0,1,47.43,55.88,59.99,55.81,65.72,NA,2,2
534,5653,2,110,0,1,59.29,65.36,70.5,75.64,79.85,84.06,2,2
535,6177,2,110,0,0,44.32,61.14,64.57,NA,NA,NA,2,2
536,5681,2,110,0,1,51,56.66,60.68,64.31,66.35,68.39,3,4
537,2123,2,110,0,0,67.8,79.57,80.73,80.65,87.86,86.98,2,2
538,2542,2,110,0,0,47.2,56.44,54.45,61.41,66.01,66.66,1,5
539,2912,2,110,0,1,42.11,NA,NA,NA,NA,NA,2,NA
540,4359,2,110,0,1,50.61,58.67,65.64,70.33,73.29,73.42,2,2
541,3999,2,110,0,0,46.64,44.97,64.23,65.01,70.03,69.91,2,3
542,6773,2,110,0,0,33.98,43.7,45.61,47.69,55.07,53.03,2,2
543,3301,2,110,0,0,36.55,41.35,41.12,51.48,NA,NA,2,2
544,1159,2,110,0,0,32.99,43.32,44.99,46.98,45.09,NA,2,2
545,5001,2,110,0,1,58.83,NA,NA,NA,NA,NA,3,4
546,4741,2,110,0,1,37.2,41.83,45.31,47.83,NA,NA,2,4
547,4650,2,110,0,0,32.21,37.43,54.68,67.33,68.53,69.72,2,2
548,4743,2,110,0,1,35.3,37.47,41.43,43.89,NA,NA,1,2
549,6915,2,110,0,0,56.27,54.36,62.43,70.5,NA,NA,3,3
550,3829,2,110,0,1,55.11,60.06,64.93,71.68,NA,NA,2,NA
551,4738,2,110,0,1,37.09,29.67,36.23,NA,NA,NA,1,2
552,5852,2,110,0,1,48.67,50.09,41.42,50.73,60.04,63.48,2,1
553,2564,2,110,0,0,41.89,37.29,46.61,NA,NA,NA,5,3
554,1759,2,110,0,0,43.81,47.05,NA,NA,NA,NA,3,3
555,3785,2,110,0,0,50.35,47.04,39.55,54.29,66.42,78.54,2,2
556,2345,2,111,0,1,44.32,46.09,57.28,62.09,62.12,68.48,1,1
557,6407,2,111,0,0,33.91,34.21,41.68,36.04,47.19,35.9,1,1
558,1356,2,111,0,0,31.61,34.71,40.91,37.98,42.55,47.12,NA,5
559,5445,2,111,0,1,53.91,44.13,46.02,51.08,55.94,56.07,2,4
560,2086,2,111,0,0,43.96,48.7,39.17,34.19,40.04,39.17,1,3
561,2740,2,111,0,0,42.06,31.94,41.14,43.41,41.11,49.19,2,4
562,1236,2,111,0,0,58.76,66.96,65.17,72.98,81.25,81.44,2,4
563,4486,2,111,0,0,54.27,58.8,71.18,73.83,81.25,81.7,2,2
564,1893,2,111,0,0,44.39,42.88,48.53,51.83,41.84,44.29,2,2
565,5903,2,111,0,1,38.73,46.04,46.31,46.57,NA,NA,2,2
566,3831,2,111,0,1,41.87,35.38,42.1,45.39,NA,NA,1,3
567,1778,2,111,0,0,39.18,40.86,50.19,58.13,53.71,59,2,2
568,3954,2,111,0,0,45.76,38.17,50.48,50.06,56.32,55.94,2,1
569,2620,2,111,0,1,62.34,61.83,64.05,66.27,62.88,69.3,3,2
570,2555,2,111,0,0,45.09,54.35,63.6,NA,NA,NA,3,3
571,4961,2,111,0,1,35.5,41.5,44.45,48.61,59.12,51.17,2,2
572,5331,2,111,0,1,36.31,34.44,40.51,NA,NA,NA,5,5
573,1961,2,111,0,1,35.28,37.01,34.54,41.08,42.5,NA,1,1
574,5171,2,111,0,0,69.14,74.18,74.3,72.46,77.16,77.75,2,4
575,5987,2,111,0,1,32.84,45.15,51.47,49.79,54.45,54.31,2,1
576,5068,2,111,0,1,37.01,41.9,46.79,46.72,50.95,50.62,1,1
577,6122,2,111,0,0,43.35,51.63,59.9,66.49,73.86,80.66,NA,5
578,5084,2,111,0,1,50.49,54.39,58.29,67.27,67.04,72.39,2,NA
579,3513,2,111,0,0,69.45,78.4,77.21,81.72,83.15,87.82,2,3
580,4018,2,111,0,1,33.93,39.71,42.63,44.85,NA,41.87,1,1
581,2999,2,111,0,1,47.83,56.88,58.83,60.77,63.09,64.3,2,2
582,6275,2,111,0,1,62.84,63.6,64.35,75.95,73.85,76.88,3,5
583,4147,2,111,0,1,50.25,56.93,63.61,72.54,74.37,74.31,4,5
584,4813,2,111,0,0,44.3,NA,NA,53.19,NA,NA,1,2
585,6183,2,111,0,0,38.37,48.07,43.71,39.34,NA,NA,1,1
586,3561,2,111,0,0,42.18,58.47,59.37,61.84,NA,66.67,2,4
587,2768,2,111,0,0,58.18,58.71,59.23,65.25,65.48,67.43,2,2
588,2544,2,111,0,0,44.33,46.61,48.89,NA,NA,65.69,5,5
589,6779,2,111,0,0,38.88,42.99,37.81,32.62,37.99,43.35,2,1
590,4859,2,111,0,1,43.88,NA,NA,42.15,39.3,34.8,5,4
591,4887,2,111,0,0,34.59,32.28,30.3,39.55,41.29,NA,2,4
592,4737,2,111,0,0,65.86,64.09,67.98,71.87,82.86,82.29,4,5
593,2078,2,111,0,0,54.92,59.22,67.24,77.24,72.49,76.27,1,1
594,6011,2,111,0,0,38.05,54.34,54.9,57.05,67.63,NA,2,2
595,4690,2,111,0,0,37.51,40.3,48.17,56.04,68.4,60.29,1,1
596,2738,2,111,0,1,39.15,44.44,49.44,36.35,44.05,44.18,2,1
597,1387,2,111,0,1,47.83,NA,NA,NA,NA,NA,1,2
598,6515,2,111,0,0,46.87,52.08,57.28,62.34,61.74,72.31,4,4
599,2382,2,111,0,0,54.95,NA,NA,NA,NA,NA,1,3
600,2664,2,111,0,1,44.45,42.09,57.36,54.81,57.84,NA,NA,NA
601,5605,2,111,0,0,54.9,NA,NA,NA,NA,NA,2,2
602,2293,2,111,0,0,58.2,61.93,71.6,70.37,73.34,70.29,2,1
603,1091,2,111,0,0,53.67,49.11,56.3,60.43,NA,NA,NA,NA
604,3822,2,111,0,1,37.78,34.36,39.95,NA,NA,NA,1,1
605,6564,2,111,0,1,31.83,NA,NA,NA,NA,NA,1,4
606,1227,2,111,0,0,35.45,35.02,36.29,41.04,33.44,36.38,1,1
607,6116,2,111,0,1,53.36,57.6,64.75,71.76,69.89,72.68,2,4
608,5476,2,111,0,0,53.91,52.62,64.88,66.73,66.95,67.17,2,3
609,1658,2,111,0,0,64.48,70.43,78.7,75.39,72.07,NA,2,4
610,1491,2,111,0,0,48.39,47.07,55.12,63.17,66.32,67.42,5,2
611,3827,2,111,0,0,45.51,52.63,56.15,59.22,NA,65.2,3,3
612,1172,2,111,0,1,41.33,41.72,42.5,43.27,44.85,42.82,2,2
613,6450,2,111,0,1,65.29,75.35,75.38,75.4,84.9,84.88,1,2
614,3548,2,111,0,0,38.02,34.62,43.88,45.66,60.66,67.45,2,2
615,3236,2,111,0,1,39.3,37.76,43,45.91,NA,NA,1,1
616,6354,2,111,0,1,43.3,45.9,48.49,64.12,64.16,63.44,4,5
617,3532,2,112,0,0,68.92,62.87,70.13,74.2,77.19,NA,3,2
618,6557,2,112,0,1,70.25,66.76,76.83,78.94,83.41,84.85,3,5
619,3876,2,112,0,1,69.8,64.8,73.19,81.54,77.94,99.3,4,2
620,6192,2,112,0,1,61.69,67.44,71.15,73.37,76.99,79.93,3,4
621,3021,2,112,0,1,60.28,61.83,68.99,79.03,80.56,82.68,5,5
622,1214,2,112,0,1,68.16,76.64,72.69,78.03,87.69,87.74,5,4
623,3674,2,112,0,1,60.75,56.12,63.91,68.59,NA,NA,2,NA
624,4303,2,112,0,1,44.89,NA,NA,NA,NA,NA,2,3
625,3545,2,112,0,0,70.7,78.84,84.16,86.03,NA,NA,4,5
626,2362,2,112,0,0,65.89,66.4,73.57,80.73,82.93,85.05,5,5
627,5934,2,112,0,0,45.36,66.35,66.3,73.49,81.73,NA,NA,NA
628,1802,2,112,0,1,63.61,71.03,74.12,77.57,80.04,92.4,4,4
629,4597,2,112,0,1,67.74,70.74,77.14,80.59,NA,NA,2,5
630,4187,2,112,0,1,82.54,85.36,86.83,91.31,86.03,92.48,4,4
631,5859,2,112,0,1,74.66,72.73,75.77,79.85,82.97,85.31,5,3
632,6052,2,112,0,1,50.13,46.98,63.95,66.48,67.16,69.05,4,4
633,4778,2,112,0,0,62.46,NA,NA,NA,NA,NA,2,5
634,6642,2,112,0,1,59.72,62.69,67.73,68.91,72.8,73.1,2,4
635,1755,2,112,0,1,57.04,57.96,64.18,66.97,70.43,70.57,3,5
636,4114,2,112,0,1,50.74,NA,NA,NA,NA,NA,3,3
637,6333,2,112,0,0,71.24,79.63,84.93,86.61,NA,NA,5,4
638,4135,2,112,0,1,74.58,67.51,77.67,87.07,87.21,87.35,4,4
639,4709,2,112,0,1,63.88,65.6,59.42,67.09,69.72,NA,2,2
640,6111,2,112,0,1,42.23,59.38,55.39,62.44,68.3,NA,4,2
641,6899,2,112,0,0,77.78,78.07,93.29,95.32,99.3,NA,4,4
642,3274,2,112,0,1,56.86,56.53,66.68,78.87,79.83,81.86,4,4
643,4320,2,112,0,0,55.41,NA,NA,NA,NA,NA,2,5
644,4621,2,112,0,1,62.63,59.98,62.59,67.89,70.57,NA,5,4
645,5172,2,112,0,1,44.01,NA,NA,NA,NA,NA,4,4
646,3255,2,112,0,1,66.12,66.4,68.68,73.01,76.44,83.1,2,4
647,2924,2,112,0,0,73.07,73.25,80.81,83.16,NA,NA,4,5
648,6292,2,112,0,0,42.55,49.28,52.66,55.52,NA,NA,2,3
649,4910,2,112,0,0,70.2,70.62,71.57,77.75,80.31,82.72,4,5
650,1881,2,112,0,1,65.86,63.93,68.34,73.69,76.47,76.67,4,4
651,2356,2,112,0,1,63.32,65.1,57.86,60.14,63.74,63.69,5,4
652,4262,2,112,0,1,52.3,45.55,53.19,57.3,NA,NA,4,4
653,5277,2,112,0,0,77.48,75.14,83.71,85.17,NA,NA,5,5
654,4762,2,112,0,1,54.13,56.79,74.44,71.14,76.36,82.88,5,NA
655,4334,2,112,0,1,56.71,61.11,67.3,74.82,77.02,79.6,4,4
656,6134,2,112,0,0,59.66,NA,NA,NA,NA,NA,2,4
657,2578,2,112,0,0,69.61,73.52,77.42,NA,NA,NA,3,4
658,4590,2,112,0,1,43.2,NA,NA,NA,NA,NA,2,4
659,6547,2,112,0,1,72.48,76.26,80.51,81.25,85.26,87.65,4,4
660,5210,2,112,0,1,43.74,43.43,43.11,51.21,53.26,52.58,3,5
661,5362,2,112,0,1,52.13,60.15,68.17,66.58,69.04,63.41,3,3
662,4802,2,112,0,1,60.63,60.22,68.03,76.37,81.31,82.52,4,4
663,5717,2,112,0,1,64.76,62.34,69.89,74.8,NA,NA,4,4
664,1547,2,112,0,0,63.88,61.61,66.13,69.55,72.97,NA,4,3
665,1682,2,112,0,0,68.92,63.21,71.85,80.48,NA,NA,4,5
666,1184,2,112,0,1,58.83,58.28,66.37,69.47,74.75,78.66,2,2
667,6516,2,112,0,0,42.64,48.26,51.93,62.13,NA,NA,2,4
668,3757,2,112,0,0,54.13,NA,NA,68.28,NA,NA,4,4
669,5431,2,112,0,1,76.1,74.11,82.48,84.28,91.17,NA,5,5
670,4215,2,112,0,1,57.89,60.19,70.7,73.83,76.95,NA,4,4
671,6284,2,112,0,1,75.12,75.91,74.77,82.15,91.92,92.12,4,5
672,6530,2,112,0,0,65.3,NA,NA,NA,NA,NA,5,5
673,4588,2,112,0,1,56.53,53.14,60.26,64.57,NA,NA,5,5
674,3678,2,114,0,1,42.96,NA,NA,NA,NA,NA,2,3
675,2130,2,114,0,0,NA,NA,NA,NA,NA,NA,2,3
676,1661,2,114,0,0,56.19,64.81,76.45,79.36,82.23,NA,2,2
677,1469,2,114,0,0,38.49,37.87,37.99,39.05,42.98,42.34,1,NA
678,1196,2,114,0,0,60.02,62.28,71.6,63.56,69.91,70.59,2,4
679,2287,2,114,0,1,41.16,39.19,44.69,47.76,NA,NA,2,2
680,3339,2,114,0,0,45.77,42.62,48.8,52.27,NA,NA,2,4
681,3499,2,114,0,0,72,NA,NA,NA,NA,NA,1,1
682,5729,2,114,0,1,57.72,61.9,76.65,78.72,81.93,NA,4,2
683,1856,2,114,0,0,46.64,39.78,46.98,50.66,NA,NA,5,4
684,5874,2,114,0,1,46.76,42.6,49.12,52.7,NA,NA,2,2
685,6415,2,114,0,1,55.08,60.9,54.91,62.5,68.39,NA,2,2
686,2659,2,114,0,0,57.13,57.35,63.59,67.82,NA,NA,2,2
687,4476,2,114,0,0,41.6,32.82,40.1,43.46,NA,NA,2,3
688,3384,2,114,0,1,60.29,63.32,69.1,73.47,NA,NA,2,1
689,4717,2,114,0,0,47.53,NA,NA,NA,NA,NA,2,2
690,1335,2,114,0,1,33.57,35.31,39.24,41.58,NA,NA,4,2
691,3647,2,114,0,1,43.39,NA,NA,NA,NA,NA,2,2
692,5366,2,114,0,0,40.87,NA,NA,NA,NA,NA,3,2
693,1349,2,114,0,1,42.04,45.53,49.7,52.64,NA,NA,2,3
694,3114,2,114,0,1,63.97,69.63,75.04,79.59,NA,NA,5,5
695,5078,2,114,0,1,56.08,59.5,62.91,NA,NA,NA,2,3
696,3644,2,114,0,1,60.79,60.76,63.71,68.92,71.65,NA,4,NA
697,6389,2,114,0,1,53.67,56.65,62.5,66.92,69.56,NA,4,5
698,6825,2,114,0,0,NA,NA,NA,NA,NA,NA,NA,NA
699,6816,2,114,0,1,59.6,53.72,69.33,63.7,69.41,69.95,2,3
700,3508,2,114,0,1,57.01,55.94,66.68,69.79,72.57,NA,2,2
701,2721,2,114,0,1,47.74,47.95,53.43,56.93,NA,NA,2,4
702,6401,2,114,0,1,48.52,63.9,71.12,78.33,NA,NA,2,2
