115	3134	2	102	0	0	45.31	60.28	60.57	60.85	.	.	2	.
116	6731	2	102	0	0	36.78	45.02	44.53	44.04	.	.	2	1
117	5645	2	102	0	0	40.45	47.12	41.99	44.58	46.84	.	.	.
118	3823	2	102	0	0	43.04	57.13	55	58.56	58.3	.	1	2
119	1397	2	102	0	1	41.6	52.55	48.76	46.23	48.48	52.83	5	.
120	5789	2	102	0	0	43.33	47.08	41.61	51.87	58.69	58.74	1	1
121	5865	2	102	0	1	32.92	36.03	.	.	.	.	1	2
122	6316	2	102	0	1	56.56	56.88	65.56	65.27	69.39	.	2	.
123	6140	2	103	0	0	45.27	41.42	.	.	.	.	1	1
124	4289	2	103	0	0	38.4	43.19	48.59	.	.	.	1	1
125	1762	2	103	0	0	52.67	44.44	58.95	55.97	57.41	58.84	2	1
126	2420	2	103	0	1	33.91	28.29	41.87	.	.	.	1	1
127	5179	2	103	0	1	33.11	42.34	59.41	54.45	59.36	59.78	2	1
128	3630	2	103	0	0	44.59	35.57	47.1	58.62	57.38	56.13	1	2
129	6606	2	103	0	1	35.39	51.95	49.11	55.03	55.13	.	1	2
130	1199	2	103	0	0	41.75	.	.	.	.	.	1	2
131	3107	2	103	0	1	34.78	34.17	39.17	45	45.33	41.26	2	.
132	4053	2	103	0	1	49.04	52.78	56.52	53.33	57.63	57.96	2	1
133	5249	2	103	0	1	49.33	53.43	55.51	57.59	.	.	4	1
134	6590	2	103	0	1	59.34	64.45	64.52	64.58	.	.	2	2
135	2458	2	103	0	0	45.48	.	.	.	.	.	3	2
136	6473	2	103	0	1	42.45	39.7	47.31	.	.	.	1	.
137	5396	2	103	0	0	34.37	.	.	.	.	.	1	2
138	1642	2	103	0	1	40.85	39.1	37.34	.	.	.	1	1
139	1331	2	103	0	1	41.58	45.87	.	.	.	.	3	4
140	6835	2	103	0	1	39.25	32.63	.	.	.	.	1	1
141	3265	2	103	0	0	38.4	31.38	35.27	38.57	40.55	39.99	1	1
142	5093	2	103	0	0	42.04	45.5	44.76	58.17	53.1	59.18	.	.
143	6152	2	103	0	1	36.51	35.56	45.28	46.04	48.43	.	.	.
144	5282	2	103	0	1	35.13	35.63	38.54	32.62	34.56	31.02	4	5
145	1859	2	103	0	1	29.76	35.05	36.2	.	.	.	1	.
146	3416	2	103	0	0	53.69	.	.	.	.	.	3	4
147	1419	2	103	0	1	33.63	39.88	45.16	50.44	.	.	2	2
148	6229	2	103	0	0	37.84	45.88	49.44	52.99	40.69	28.38	2	2
149	3037	2	103	0	1	41.06	39.62	.	.	.	.	1	2
150	4715	2	103	0	0	56.46	52.08	59.09	62.49	.	.	2	2
151	3690	2	103	0	0	33.6	33.95	.	.	.	.	1	1
152	4817	2	103	0	0	39.65	34.75	.	.	.	.	2	1
153	4591	2	103	0	1	46.13	41.86	49.22	46.67	51.51	51.67	2	2
154	5469	2	103	0	0	34.75	36.58	43.27	46.01	.	.	2	3
155	1116	2	103	0	0	45.97	54.09	62.21	61.22	64.82	65.54	.	.
156	5700	2	103	0	0	49.18	45.52	52.88	56.19	.	.	2	2
157	6690	2	103	0	0	37.98	.	.	51.83	.	.	2	3
158	2580	2	103	0	1	44.08	50.11	61.58	59.44	63.42	64.06	2	.
159	1672	2	103	0	0	31.33	37.63	43.1	.	.	.	2	2
160	3992	2	103	0	0	27.1	39.07	38.47	44.07	45.42	46.03	2	2
161	4067	2	103	0	0	35.07	30.76	39.49	42.79	.	.	2	4
162	6537	2	103	0	0	29.66	22.82	.	.	.	.	1	.
163	1693	2	103	0	1	52.84	.	.	.	.	.	2	2
164	5135	2	103	0	1	31.02	42.93	.	.	.	.	1	1
165	2322	2	103	0	0	46.46	53.52	51.86	.	.	.	2	1
166	6256	2	103	0	0	51	60.54	63.31	.	.	.	2	2
167	2007	2	103	0	1	36.79	.	.	51.13	48.56	.	2	.
168	5248	2	103	0	1	32.19	32.85	41.45	42.3	45.14	44.82	1	1
169	2085	2	103	0	1	33.04	32.21	38.83	45.44	.	.	1	1
170	3694	2	103	0	0	36.14	49.27	48.53	.	.	.	2	.
171	5325	2	103	0	1	36.66	37.65	39.94	46.4	47.35	47.16	2	3
172	3209	2	103	0	0	40.28	40.39	31.65	30.8	34.14	33.24	2	2
173	3309	2	103	0	0	35.96	40.57	48.22	47.85	49.9	50.55	2	2
174	6417	2	103	0	1	45.99	47.24	53.21	56.05	.	.	2	4
175	4945	2	103	0	1	33.73	32.14	40.07	43.11	.	.	1	1
176	6013	2	103	0	1	40.5	40.19	55.89	.	.	.	1	2
177	4347	2	103	0	0	40.46	37.48	45.33	48.53	52.32	.	2	4
178	6597	2	103	0	0	51.39	56.59	61.78	54.76	62.43	.	2	1
179	4523	2	103	0	0	53.36	53.57	59.29	62.26	55.15	.	3	2
180	3362	2	103	0	1	41.01	45.76	50.96	53.46	.	.	2	2
181	5919	2	103	0	0	56.42	48.5	52.84	57.18	.	.	1	4
182	2250	2	104	0	1	58.4	59.76	68.24	71.76	76.49	88.23	2	2
183	1685	2	104	0	1	67.47	70.07	69.68	72.26	74.32	75.96	4	4
184	6744	2	104	0	1	57.07	54.87	61.45	65.61	62.11	64.36	2	2
185	3048	2	104	0	0	64.79	60.84	69.28	70.43	73.25	.	4	4
186	5303	2	104	0	0	50.24	34.96	47.13	40.41	33.68	30.53	2	2
187	4491	2	104	0	1	48.01	53.35	62.69	66.23	60.65	63.26	3	2
188	5202	2	104	0	1	55.46	61.02	67.57	71.32	70.31	88.24	2	3
189	3171	2	104	0	0	42.16	54.64	60.39	63.89	65.41	66.79	2	3
190	2266	2	104	0	0	62.68	65.64	68.59	71.63	73.92	75.14	2	2
191	2534	2	104	0	0	67.13	69.81	75.61	76.38	80.3	.	4	4
192	5595	2	104	0	0	42.68	39.01	35.33	.	.	.	2	.
193	2158	2	104	0	0	63.06	67.06	72.89	67.57	72.69	73.82	2	4
194	1780	2	104	0	0	47.21	46.9	46.59	54.09	54.74	54.95	2	4
195	6727	2	104	0	1	46.87	42.43	66.5	65.62	64.73	.	2	2
196	5719	2	104	0	0	67.01	65.62	68.18	66.22	74.09	71.65	3	5
197	2914	2	104	0	0	63.57	63.12	75.4	71.3	78.65	.	5	4
198	6414	2	104	0	1	62.78	59.02	64.27	66.57	68.83	.	2	2
199	3988	2	104	0	1	62.8	55.67	63.18	66.77	67.22	.	2	2
200	2192	2	104	0	0	73.66	74.23	78.38	84.61	85.91	87.76	4	4
201	1289	2	104	0	0	88.03	83.26	84.66	91.33	92.52	94.73	4	4
202	1462	2	104	0	0	37.78	31.81	40.88	44.34	.	.	1	2
203	3985	2	104	0	0	50.46	56.74	62.74	69.95	70.81	71.86	3	3
204	2652	2	104	0	1	63.22	59.23	60.36	62.95	65.34	66.09	2	5
205	2227	2	104	0	0	58.24	53.94	64.05	67.82	67.85	69.63	5	4
206	5521	2	104	0	1	56.39	53.94	59.8	66.14	66.17	67.88	2	2
207	5895	2	104	0	0	47.14	51.63	64.85	69.14	76.55	77.21	2	2
208	2321	2	104	0	1	45.09	53.46	58.07	58.49	55.6	57.47	5	5
209	3597	2	104	0	1	49.24	54.65	60.64	53.96	59.45	59.87	2	.
210	6091	2	104	0	1	63.02	67.88	71.86	73.23	73.23	75.24	2	4
211	3442	2	104	0	1	54.12	46.6	63.36	58.54	65.35	.	3	2
212	1071	2	104	0	1	48.76	44.89	52.99	59.62	65.49	66.01	2	.
213	1452	2	104	0	1	63.79	66.99	69.11	76.02	75.7	78.8	4	4
214	1330	2	104	0	1	47.74	48.77	60.49	59.62	65.09	63.81	1	2
215	2051	2	104	0	1	62.03	58.21	60.29	67.95	65.47	.	2	4
216	1235	2	104	0	0	47.04	50.89	64.88	66.78	67.72	68.65	4	4
217	2682	2	104	0	0	44.92	.	.	.	.	.	5	4
218	4928	2	104	0	1	44.75	45.8	39.21	38.6	37.98	44.05	2	4
219	1429	2	104	0	0	52.23	57.08	61.33	63.87	.	.	2	4
220	1686	2	104	0	0	68.44	69.99	71.53	72.86	77.25	78.54	2	3
221	3322	2	104	0	0	68.26	68.78	69.29	73.94	75.7	77.01	2	4
222	1584	2	104	0	0	37.22	36.05	34.55	36.34	.	.	2	2
223	6164	2	104	0	0	49.34	54.34	60.61	59.31	62.95	63.81	2	2
224	1480	2	104	0	0	59.43	50.64	58.9	64.68	64.25	61.77	3	2
225	4963	2	104	0	1	43.39	50.3	53.66	54.56	62.49	62.47	2	2
226	3207	2	104	0	0	62.91	64.02	64.56	72.74	67.64	76.87	2	4
227	4295	2	104	0	1	58.21	64.68	64.61	68.27	71.92	.	2	2
228	6817	2	104	0	1	49.96	61.33	53.55	58.25	59.28	60.51	2	2
229	4225	2	104	0	1	54.28	51.48	52.39	55.27	54.97	61.73	4	2
230	4124	2	104	0	0	55.36	62.26	67.86	73.95	76.53	82.58	3	3
231	3061	2	104	0	0	76.52	72.12	72.6	82.45	81.93	90.55	2	5
232	6798	2	104	0	0	65.2	67.22	72.94	74.32	79.11	82.03	4	4
233	1250	2	104	0	1	50.49	58.07	61.69	61.2	62.96	64.2	2	2
234	1550	2	104	0	1	47.96	58.73	55.49	52.66	53.2	54.28	2	2
235	3584	2	104	0	1	51.27	53.69	60.68	53.52	59.17	59.58	2	4
236	3122	2	104	0	1	54.5	54.04	57.31	51.32	56.56	56.83	4	4
237	2424	2	104	0	1	66.21	66.3	70.86	69.81	73.49	74.67	2	2
238	2066	2	104	0	1	50.62	57.36	56.19	65.53	58.27	51	2	5
239	2338	2	104	0	1	56.31	59.77	64.29	64.99	68.07	66.93	4	5
240	3656	2	104	0	1	56.27	60.71	55.09	65.13	64.99	65.74	3	2
241	4674	2	104	0	0	58.31	.	.	.	.	.	2	5
242	1095	2	104	0	0	49.58	.	.	64.12	.	.	3	2
243	5230	2	104	0	1	54.71	55.46	63.21	67.59	72.93	73.86	2	2
244	4182	2	104	0	1	59.55	62.27	67.7	67.52	68.78	70.35	2	2
245	2471	2	104	0	1	41.77	44.39	47	55.48	58.84	59.59	2	2
246	3244	2	104	0	1	54.84	56.94	62.97	64.96	66	67.5	4	2
247	6546	2	104	0	1	58.35	60.79	64.64	66.45	65.97	67.78	2	5
248	2144	2	104	0	0	71.39	73.77	89.65	83.58	87.32	89.15	5	.
249	1804	2	104	0	1	57.82	66.29	67.84	68.04	72.89	73.91	4	4
250	6000	2	104	0	0	53.69	62.95	71.3	74.76	76.21	78.05	2	2
251	3455	2	104	0	1	44.04	49.01	53.89	56.38	.	.	4	2
252	2677	2	104	0	1	50.2	51.81	55.9	67.58	62.12	64.77	2	4
253	1944	2	104	0	1	70.51	68.95	67.95	75.9	79.89	89.2	2	5
254	3539	2	104	0	0	65.47	65.27	69.56	73.68	77.59	78.99	2	2
255	4337	2	104	0	1	63.13	60.52	57.91	65.13	65.4	67.03	2	2
256	5890	2	105	0	0	61.49	68.56	63.28	68.23	74.77	75.53	3	2
257	3776	2	105	0	0	64.37	70.32	75.18	78.97	80.55	82.54	3	2
258	2598	2	105	0	0	59.14	68.39	72.54	79.11	79.57	81.7	2	2
259	1431	2	105	0	0	70.41	74.67	77.03	80.33	87.31	85.62	2	3
260	6109	2	105	0	0	75.1	74.46	79.92	78.79	91.17	83.24	2	2
261	5448	2	105	0	1	64.01	70.21	74.71	79.2	81.34	85.97	2	2
262	4734	2	105	0	1	60.91	.	.	.	.	.	2	3
263	1995	2	105	0	1	64.37	60.73	66.85	70.22	.	.	2	.
264	2014	2	105	0	1	66.54	68.25	68.43	75.87	78.31	74.32	2	5
265	6360	2	105	0	1	61.01	69.58	71.51	73.43	72.77	78.34	1	2
266	4365	2	105	0	1	63.65	71.99	78.29	79.29	80.28	84.83	2	2
267	4163	2	105	0	1	65.14	67.55	78.84	73.17	73.3	73.43	2	2
268	6660	2	105	0	1	54.2	61.03	63.8	66.49	68.21	67.87	1	2
269	2540	2	105	0	0	58.55	62.96	66.84	69.45	.	.	4	2
270	5538	2	105	0	1	61.81	62.94	69.9	74.5	75.61	75.68	2	2
271	6432	2	105	0	1	59.88	58.61	69.32	70.3	74.05	75.34	2	2
272	4346	2	105	0	1	49.05	63.67	69.83	75.36	69.82	63.64	2	2
273	5263	2	105	0	0	52.27	54.74	65.66	72.96	76.24	76.23	3	2
274	3470	2	105	0	0	60.03	63.17	64.87	66.57	59.15	70.03	2	2
275	2053	2	105	0	0	40.09	46.06	42.96	38.74	43.29	42.86	2	4
276	4824	2	105	0	0	54.03	52.3	58.85	65.39	66.6	60.92	2	2
277	5670	2	105	0	0	52.98	59.01	54.68	65.24	61.16	.	2	2
278	1705	2	105	0	0	36.1	41.06	46.59	49.05	.	.	2	2
279	4051	2	105	0	0	45.74	53.91	65.75	68.73	68.4	70.28	2	2
280	5888	2	105	0	1	57.97	61.74	69.19	71.76	70.78	76.03	4	5
281	5022	2	105	0	1	58.41	58.11	63.59	66.63	.	.	2	2
282	3250	2	105	0	1	58.97	70.46	68.09	65.72	68.92	69.84	2	2
283	2412	2	105	0	1	51.91	59.68	70.85	70.91	74.22	75.44	2	2
284	2106	2	105	0	1	63.14	69.79	76.65	76.33	76	.	1	3
285	1820	2	105	0	0	56.54	54.16	53.42	52.68	52.41	63.9	2	3
286	3730	2	105	0	0	54.85	62.77	58.06	66.38	64.6	68.76	2	.
287	3044	2	105	0	1	53.07	50.05	58.57	62.79	62.39	60.74	1	1
288	2977	2	105	0	1	51.79	50.02	48.25	.	.	.	1	2
289	4949	2	105	0	1	41.31	53.02	53.28	57.72	58.71	61.68	2	2
290	1916	2	105	0	0	51.32	60.85	59.64	64.81	74.77	74.85	1	3
291	6807	2	105	0	0	47.7	37.83	37.36	64.1	58.25	.	1	1
292	1404	2	105	0	0	40.28	.	.	.	.	.	3	2
293	1864	2	105	0	1	43.89	44.53	50.88	53.76	43.54	53.36	3	2
294	1436	2	105	0	1	45.62	46.08	39.58	55.26	46.2	.	2	2
295	5857	2	105	0	1	56.55	59.19	62.91	66.59	67.78	.	1	2
296	3885	2	105	0	1	49.32	54.27	49.36	51.1	.	.	2	2
297	5886	2	105	0	1	45.22	51.21	46.76	56.07	56.12	56.4	2	3
298	1526	2	105	0	0	45.32	45.2	37.55	31.64	43.63	55.62	2	1
299	6905	2	105	0	0	39.32	45.32	50.24	52.61	41.56	47.61	2	2
300	3018	2	105	0	0	73.38	68.4	71.7	81.08	76.69	80.14	4	2
301	6311	2	105	0	0	38.03	32.52	44.09	40.26	33.13	.	3	2
302	2815	2	105	0	0	41.78	34.98	34	47.56	39.27	.	3	4
303	3577	2	105	0	0	44.4	51.5	58.6	.	.	.	3	2
304	5723	2	105	0	1	40.97	37.54	42.22	48.74	46.42	.	2	1
305	3844	2	105	0	1	47.78	58.56	50.92	63.16	58.05	.	5	1
306	1381	2	105	0	1	37.84	37.93	37.22	.	.	.	1	5
307	5618	2	105	0	0	75.36	74.94	82.05	83.27	86.36	88.28	2	2
308	4900	2	105	0	0	69.09	74.81	77.38	79.94	74.59	77.72	1	2
309	2573	2	105	0	1	63.11	71.05	66.22	61.39	.	.	2	4
310	4030	2	105	0	1	65.25	72.79	73.72	74.88	77.84	79.25	2	5
311	2732	2	105	0	1	69.71	71.99	66.38	78.53	73.4	.	2	4
312	6702	2	105	0	0	54.1	63.48	66.05	68.19	.	.	1	2
313	6756	2	105	0	0	41.79	39.18	36.56	37.89	39.21	35.55	2	1
314	1823	2	105	0	0	40.7	47.51	50.9	49.78	51.75	53.72	2	2
315	1602	2	105	0	1	34.51	48.47	54.28	60.09	.	.	2	.
316	6281	2	106	0	1	37.47	45.87	54.03	.	.	.	1	3
317	1629	2	106	0	1	57.88	55.68	48.98	65.05	55.85	.	5	2
318	2453	2	106	0	1	51.81	53.44	51.39	55.11	.	.	1	2
319	4431	2	106	0	1	48.86	68.65	64.17	65.04	67.83	70.61	1	2
320	2911	2	106	0	1	44.19	46.51	48.63	47.43	52.25	47.44	2	2
321	3743	2	106	0	1	46.98	46.93	52.91	60.95	.	.	2	2
322	4712	2	106	0	1	64.53	73.4	72.58	75.99	78.19	.	4	5
323	1386	2	106	0	1	58.43	59.72	68.9	64.42	62.64	72.07	2	2
324	2207	2	106	0	0	60.3	70.99	71.51	74.66	77.28	.	2	2
325	5684	2	106	0	1	44.76	35.89	53.91	49.13	55.41	.	1	2
326	3843	2	106	0	0	60.65	64.57	71.36	71.11	75.74	.	2	2
327	5198	2	106	0	0	65.01	64.51	67.59	.	.	.	2	3
328	5397	2	106	0	1	62.01	64.81	67.6	68.61	75.44	73.37	3	3
329	2195	2	106	0	0	49.57	43.72	37.86	.	.	.	1	1
330	4131	2	106	0	0	38.48	36.07	51.12	41.85	49.96	49.4	2	.
331	2671	2	106	0	0	33.26	35.44	37.62	35.07	31	.	2	3
332	6902	2	106	0	1	44.38	55.3	54.62	54.58	51.22	59.43	2	2
333	6862	2	106	0	0	58.77	61.52	66.01	69.64	70.53	69.26	2	2
334	6315	2	106	0	0	34.52	39.19	43.85	.	.	.	1	3
335	5163	2	106	0	1	49.78	.	.	.	.	.	1	1
336	6891	2	106	0	0	49.72	42.71	45.87	44.46	.	.	2	.
337	3768	2	106	0	0	42.03	.	.	57.48	58	62.59	1	1
338	6873	2	106	0	0	49.37	45.26	62.66	61.03	65.77	62.27	1	1
339	2793	2	106	0	1	35.37	31.73	47.08	43.45	49.02	42.32	2	1
340	2806	2	106	0	0	61.34	63.3	67.29	70.62	72.2	70.1	2	.
341	1933	2	106	0	0	52.93	58.19	59.9	.	.	.	3	.
342	6124	2	106	0	0	59.23	62.22	65.21	64.07	.	.	2	2
343	6295	2	106	0	0	43.7	36.15	45.87	47.45	49.02	41.11	1	2
344	2127	2	106	0	1	54.43	60.33	55.18	59.42	.	.	1	4
345	5288	2	106	0	0	57.47	59.36	61.25	.	.	.	3	2
346	6643	2	106	0	1	.	.	.	.	.	.	2	2
347	1044	2	106	0	0	.	.	.	60.83	.	.	3	1
348	6531	2	106	0	1	43.31	41.78	49.18	47.18	40.52	52.14	2	5
349	3165	2	106	0	0	46.74	44.99	43.24	.	.	.	3	2
350	1006	2	106	0	0	26.75	.	.	.	.	.	1	5
351	3341	2	106	0	0	56.99	66.02	64.65	61.11	65.58	66.33	2	2
352	5224	2	106	0	0	49.95	60.66	65.89	64.29	68.12	69.01	2	2
353	5940	2	106	0	0	.	53.91	.	.	.	.	2	.
354	5176	2	106	0	1	38.05	39.84	41.62	54.47	.	.	1	1
355	2179	2	106	0	0	41.24	32.58	42.51	46	45.55	.	3	3
356	5305	2	106	0	1	50.14	43.32	41.08	37.89	.	.	1	1
357	6680	2	106	0	1	54.86	61.49	64.46	67.32	69.53	70.17	2	.
358	6892	2	106	0	0	60.62	.	.	.	.	54.36	2	2
359	6545	2	106	0	1	48.77	47.19	57.53	54.87	54.65	59.21	3	.
360	3051	2	106	0	1	40.72	43.02	40.92	51.79	46.6	53.26	2	2
361	2224	2	106	0	0	56.42	.	.	.	68.64	.	2	4
362	5488	2	106	0	1	29.38	29.32	34.41	33.85	.	.	2	3
363	6740	2	106	0	1	40.22	45.69	48.05	50.41	.	.	1	.
364	2388	2	106	0	0	49.19	53.12	57.17	61.37	58.7	56.02	2	1
365	6304	2	106	0	1	46.36	.	.	49.87	.	.	2	3
